GEO.id,GEO.id2,GEO.display-label,YEAR.id,FINTYPE.id,FINTYPE.display-label,FINSRC.id,FINSRC.display-label,AMOUNT
0400000US02,02,Alaska,2016,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",5953933
0400000US02,02,Alaska,2016,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,74144627
0400000US04,04,Arizona,2016,01,Revenue,01,Total Revenue,38232376
0400000US04,04,Arizona,2016,01,Revenue,010,General Revenue ,34582961
0400000US04,04,Arizona,2016,01,Revenue,0101,Intergovernmental Revenue,14540462
0400000US04,04,Arizona,2016,01,Revenue,0102,Total Taxes,14676375
0400000US04,04,Arizona,2016,01,Revenue,01021,General Sales and Gross Receipts Taxes,6660817
0400000US04,04,Arizona,2016,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,2019192
0400000US04,04,Arizona,2016,01,Revenue,01023,License Taxes,482362
0400000US04,04,Arizona,2016,01,Revenue,01024,Individual Income Taxes,3967924
0400000US04,04,Arizona,2016,01,Revenue,01025,Corporation Net income Taxes,570548
0400000US04,04,Arizona,2016,01,Revenue,01026,All Other Taxes ,975532
0400000US04,04,Arizona,2016,01,Revenue,0103,Current Charges,2880476
0400000US04,04,Arizona,2016,01,Revenue,0104,Miscellaneous General Revenue,2485648
0400000US04,04,Arizona,2016,01,Revenue,011,Utility Revenue ,29095
0400000US04,04,Arizona,2016,01,Revenue,012,Liquor Stores Revenue,X
0400000US04,04,Arizona,2016,01,Revenue,013,Insurance Trust Revenue ,3620320
0400000US04,04,Arizona,2016,02,Expenditure,02,Total Expenditure,42085094
0400000US04,04,Arizona,2016,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,10904370
0400000US04,04,Arizona,2016,02,Expenditure,022,Total Expenditure - Direct Expenditure,31180724
0400000US04,04,Arizona,2016,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,24023593
0400000US04,04,Arizona,2016,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,1596599
0400000US04,04,Arizona,2016,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,4266980
0400000US04,04,Arizona,2016,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,654100
0400000US04,04,Arizona,2016,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,639452
0400000US04,04,Arizona,2016,02,Expenditure,023,Total Expenditure - General Expenditure,37788496
0400000US04,04,Arizona,2016,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,10904370
0400000US04,04,Arizona,2016,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,26884126
0400000US04,04,Arizona,2016,02,Expenditure,0234,"General Expenditure, by Function: - Education",12805986
0400000US04,04,Arizona,2016,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",14280071
0400000US04,04,Arizona,2016,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",53321
0400000US04,04,Arizona,2016,02,Expenditure,02343,"General Expenditure, by Function: - Health",2640044
0400000US04,04,Arizona,2016,02,Expenditure,02344,"General Expenditure, by Function: - Highways",2194035
0400000US04,04,Arizona,2016,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",247231
0400000US04,04,Arizona,2016,02,Expenditure,02346,"General Expenditure, by Function: - Correction",1073370
0400000US04,04,Arizona,2016,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",287964
0400000US04,04,Arizona,2016,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",80650
0400000US04,04,Arizona,2016,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",777015
0400000US04,04,Arizona,2016,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",637325
0400000US04,04,Arizona,2016,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",2711484
0400000US04,04,Arizona,2016,02,Expenditure,025,Utility Expenditure,29618
0400000US04,04,Arizona,2016,02,Expenditure,026,Liquor Stores Expenditure,X
0400000US04,04,Arizona,2016,02,Expenditure,027,Insurance Trust Expenditure,4266980
0400000US04,04,Arizona,2016,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,3973399
0400000US04,04,Arizona,2016,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",14400191
0400000US04,04,Arizona,2016,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,58120830
0400000US05,05,Arkansas,2016,01,Revenue,01,Total Revenue,21439227
0400000US05,05,Arkansas,2016,01,Revenue,010,General Revenue ,20346096
0400000US05,05,Arkansas,2016,01,Revenue,0101,Intergovernmental Revenue,7431541
0400000US05,05,Arkansas,2016,01,Revenue,0102,Total Taxes,9452883
0400000US05,05,Arkansas,2016,01,Revenue,01021,General Sales and Gross Receipts Taxes,3314363
0400000US05,05,Arkansas,2016,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,1275709
0400000US05,05,Arkansas,2016,01,Revenue,01023,License Taxes,396891
0400000US05,05,Arkansas,2016,01,Revenue,01024,Individual Income Taxes,2781458
0400000US05,05,Arkansas,2016,01,Revenue,01025,Corporation Net income Taxes,450159
0400000US05,05,Arkansas,2016,01,Revenue,01026,All Other Taxes ,1234303
0400000US05,05,Arkansas,2016,01,Revenue,0103,Current Charges,2454868
0400000US05,05,Arkansas,2016,01,Revenue,0104,Miscellaneous General Revenue,1006804
0400000US05,05,Arkansas,2016,01,Revenue,011,Utility Revenue ,X
0400000US05,05,Arkansas,2016,01,Revenue,012,Liquor Stores Revenue,X
0400000US05,05,Arkansas,2016,01,Revenue,013,Insurance Trust Revenue ,1093131
0400000US05,05,Arkansas,2016,02,Expenditure,02,Total Expenditure,22910901
0400000US05,05,Arkansas,2016,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,5882840
0400000US05,05,Arkansas,2016,02,Expenditure,022,Total Expenditure - Direct Expenditure,17028061
0400000US05,05,Arkansas,2016,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,13374375
0400000US05,05,Arkansas,2016,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,1101042
0400000US05,05,Arkansas,2016,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,1936105
0400000US05,05,Arkansas,2016,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,485634
0400000US05,05,Arkansas,2016,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,130905
0400000US05,05,Arkansas,2016,02,Expenditure,023,Total Expenditure - General Expenditure,20974796
0400000US05,05,Arkansas,2016,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,5882840
0400000US05,05,Arkansas,2016,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,15091956
0400000US05,05,Arkansas,2016,02,Expenditure,0234,"General Expenditure, by Function: - Education",8449234
0400000US05,05,Arkansas,2016,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",6979738
0400000US05,05,Arkansas,2016,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",1021700
0400000US05,05,Arkansas,2016,02,Expenditure,02343,"General Expenditure, by Function: - Health",296508
0400000US05,05,Arkansas,2016,02,Expenditure,02344,"General Expenditure, by Function: - Highways",1443384
0400000US05,05,Arkansas,2016,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",119889
0400000US05,05,Arkansas,2016,02,Expenditure,02346,"General Expenditure, by Function: - Correction",429314
0400000US05,05,Arkansas,2016,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",324202
0400000US05,05,Arkansas,2016,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",71110
0400000US05,05,Arkansas,2016,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",658278
0400000US05,05,Arkansas,2016,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",130905
0400000US05,05,Arkansas,2016,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",1050534
0400000US05,05,Arkansas,2016,02,Expenditure,025,Utility Expenditure,X
0400000US05,05,Arkansas,2016,02,Expenditure,026,Liquor Stores Expenditure,X
0400000US05,05,Arkansas,2016,02,Expenditure,027,Insurance Trust Expenditure,1936105
0400000US05,05,Arkansas,2016,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,3006878
0400000US05,05,Arkansas,2016,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",4828756
0400000US05,05,Arkansas,2016,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,32770092
0400000US06,06,California,2016,01,Revenue,01,Total Revenue,322332341
0400000US06,06,California,2016,01,Revenue,010,General Revenue ,282907926
0400000US06,06,California,2016,01,Revenue,0101,Intergovernmental Revenue,94336283
0400000US06,06,California,2016,01,Revenue,0102,Total Taxes,155231252
0400000US06,06,California,2016,01,Revenue,01021,General Sales and Gross Receipts Taxes,39189007
0400000US06,06,California,2016,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,14176746
0400000US06,06,California,2016,01,Revenue,01023,License Taxes,8551427
0400000US06,06,California,2016,01,Revenue,01024,Individual Income Taxes,80753345
0400000US06,06,California,2016,01,Revenue,01025,Corporation Net income Taxes,9902185
0400000US06,06,California,2016,01,Revenue,01026,All Other Taxes ,2658542
0400000US06,06,California,2016,01,Revenue,0103,Current Charges,23164164
0400000US06,06,California,2016,01,Revenue,0104,Miscellaneous General Revenue,10176227
0400000US06,06,California,2016,01,Revenue,011,Utility Revenue ,775236
0400000US06,06,California,2016,01,Revenue,012,Liquor Stores Revenue,X
0400000US06,06,California,2016,01,Revenue,013,Insurance Trust Revenue ,38649179
0400000US06,06,California,2016,02,Expenditure,02,Total Expenditure,326837836
0400000US06,06,California,2016,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,103512395
0400000US06,06,California,2016,02,Expenditure,022,Total Expenditure - Direct Expenditure,223325441
0400000US06,06,California,2016,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,151325034
0400000US06,06,California,2016,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,10333559
0400000US06,06,California,2016,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,49297544
0400000US06,06,California,2016,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,5182384
0400000US06,06,California,2016,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,7186920
0400000US06,06,California,2016,02,Expenditure,023,Total Expenditure - General Expenditure,276187498
0400000US06,06,California,2016,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,103512395
0400000US06,06,California,2016,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,172675103
0400000US06,06,California,2016,02,Expenditure,0234,"General Expenditure, by Function: - Education",93606370
0400000US06,06,California,2016,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",107043559
0400000US06,06,California,2016,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",10968673
0400000US06,06,California,2016,02,Expenditure,02343,"General Expenditure, by Function: - Health",9053782
0400000US06,06,California,2016,02,Expenditure,02344,"General Expenditure, by Function: - Highways",10923189
0400000US06,06,California,2016,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",1920894
0400000US06,06,California,2016,02,Expenditure,02346,"General Expenditure, by Function: - Correction",9528475
0400000US06,06,California,2016,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",6898403
0400000US06,06,California,2016,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",632840
0400000US06,06,California,2016,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",8043094
0400000US06,06,California,2016,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",6993920
0400000US06,06,California,2016,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",10574299
0400000US06,06,California,2016,02,Expenditure,025,Utility Expenditure,1352794
0400000US06,06,California,2016,02,Expenditure,026,Liquor Stores Expenditure,X
0400000US06,06,California,2016,02,Expenditure,027,Insurance Trust Expenditure,49297544
0400000US06,06,California,2016,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,33914171
0400000US06,06,California,2016,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",151307658
0400000US06,06,California,2016,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,634296643
0400000US08,08,Colorado,2016,01,Revenue,01,Total Revenue,31399864
0400000US08,08,Colorado,2016,01,Revenue,010,General Revenue ,27529600
0400000US08,08,Colorado,2016,01,Revenue,0101,Intergovernmental Revenue,8703745
0400000US08,08,Colorado,2016,01,Revenue,0102,Total Taxes,12795318
0400000US08,08,Colorado,2016,01,Revenue,01021,General Sales and Gross Receipts Taxes,2840173
0400000US08,08,Colorado,2016,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,2056856
0400000US08,08,Colorado,2016,01,Revenue,01023,License Taxes,702499
0400000US08,08,Colorado,2016,01,Revenue,01024,Individual Income Taxes,6485602
0400000US08,08,Colorado,2016,01,Revenue,01025,Corporation Net income Taxes,626109
0400000US08,08,Colorado,2016,01,Revenue,01026,All Other Taxes ,84079
0400000US08,08,Colorado,2016,01,Revenue,0103,Current Charges,3861835
0400000US08,08,Colorado,2016,01,Revenue,0104,Miscellaneous General Revenue,2168702
0400000US08,08,Colorado,2016,01,Revenue,011,Utility Revenue ,X
0400000US08,08,Colorado,2016,01,Revenue,012,Liquor Stores Revenue,X
0400000US08,08,Colorado,2016,01,Revenue,013,Insurance Trust Revenue ,3870264
0400000US08,08,Colorado,2016,02,Expenditure,02,Total Expenditure,34596327
0400000US08,08,Colorado,2016,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,7310747
0400000US08,08,Colorado,2016,02,Expenditure,022,Total Expenditure - Direct Expenditure,27285580
0400000US08,08,Colorado,2016,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,18649419
0400000US08,08,Colorado,2016,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,1814511
0400000US08,08,Colorado,2016,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,5483219
0400000US08,08,Colorado,2016,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,478980
0400000US08,08,Colorado,2016,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,859451
0400000US08,08,Colorado,2016,02,Expenditure,023,Total Expenditure - General Expenditure,29099805
0400000US08,08,Colorado,2016,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,7310747
0400000US08,08,Colorado,2016,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,21789058
0400000US08,08,Colorado,2016,02,Expenditure,0234,"General Expenditure, by Function: - Education",11792772
0400000US08,08,Colorado,2016,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",8639905
0400000US08,08,Colorado,2016,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",914126
0400000US08,08,Colorado,2016,02,Expenditure,02343,"General Expenditure, by Function: - Health",620427
0400000US08,08,Colorado,2016,02,Expenditure,02344,"General Expenditure, by Function: - Highways",1863367
0400000US08,08,Colorado,2016,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",239939
0400000US08,08,Colorado,2016,02,Expenditure,02346,"General Expenditure, by Function: - Correction",1079854
0400000US08,08,Colorado,2016,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",338162
0400000US08,08,Colorado,2016,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",105737
0400000US08,08,Colorado,2016,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",955678
0400000US08,08,Colorado,2016,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",847767
0400000US08,08,Colorado,2016,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",1702071
0400000US08,08,Colorado,2016,02,Expenditure,025,Utility Expenditure,13303
0400000US08,08,Colorado,2016,02,Expenditure,026,Liquor Stores Expenditure,X
0400000US08,08,Colorado,2016,02,Expenditure,027,Insurance Trust Expenditure,5483219
0400000US08,08,Colorado,2016,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,5242693
0400000US08,08,Colorado,2016,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",16686588
0400000US08,08,Colorado,2016,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,72096139
0400000US09,09,Connecticut,2016,01,Revenue,01,Total Revenue,28139072
0400000US09,09,Connecticut,2016,01,Revenue,010,General Revenue ,26171704
0400000US09,09,Connecticut,2016,01,Revenue,0101,Intergovernmental Revenue,7320793
0400000US09,09,Connecticut,2016,01,Revenue,0102,Total Taxes,15244947
0400000US09,09,Connecticut,2016,01,Revenue,01021,General Sales and Gross Receipts Taxes,3752793
0400000US09,09,Connecticut,2016,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,2396989
0400000US09,09,Connecticut,2016,01,Revenue,01023,License Taxes,455454
0400000US09,09,Connecticut,2016,01,Revenue,01024,Individual Income Taxes,7557153
0400000US09,09,Connecticut,2016,01,Revenue,01025,Corporation Net income Taxes,719467
0400000US09,09,Connecticut,2016,01,Revenue,01026,All Other Taxes ,363091
0400000US09,09,Connecticut,2016,01,Revenue,0103,Current Charges,2038995
0400000US09,09,Connecticut,2016,01,Revenue,0104,Miscellaneous General Revenue,1566969
0400000US09,09,Connecticut,2016,01,Revenue,011,Utility Revenue ,34650
0400000US09,09,Connecticut,2016,01,Revenue,012,Liquor Stores Revenue,X
0400000US09,09,Connecticut,2016,01,Revenue,013,Insurance Trust Revenue ,1932718
0400000US09,09,Connecticut,2016,02,Expenditure,02,Total Expenditure,32202351
0400000US09,09,Connecticut,2016,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,5438230
0400000US09,09,Connecticut,2016,02,Expenditure,022,Total Expenditure - Direct Expenditure,26764121
0400000US09,09,Connecticut,2016,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,17888919
0400000US09,09,Connecticut,2016,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,2305066
0400000US09,09,Connecticut,2016,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,4514111
0400000US09,09,Connecticut,2016,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,563907
0400000US09,09,Connecticut,2016,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,1492118
0400000US09,09,Connecticut,2016,02,Expenditure,023,Total Expenditure - General Expenditure,26929325
0400000US09,09,Connecticut,2016,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,5438230
0400000US09,09,Connecticut,2016,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,21491095
0400000US09,09,Connecticut,2016,02,Expenditure,0234,"General Expenditure, by Function: - Education",8528978
0400000US09,09,Connecticut,2016,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",7726922
0400000US09,09,Connecticut,2016,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",1416094
0400000US09,09,Connecticut,2016,02,Expenditure,02343,"General Expenditure, by Function: - Health",1085064
0400000US09,09,Connecticut,2016,02,Expenditure,02344,"General Expenditure, by Function: - Highways",1413880
